ori,Agency Name,Murder,Rape,Robbery,Aggravated Assault,Burglary,Theft,Motor Vehicle Theft,Year,Month,State,Type
CA0540600,Tulare,0,10,3,16,11,48,9,2026,6,CA,City
CA0302200,Tustin,0,0,2,14,13,81,7,2025,10,CA,City
CA0302200,Tustin,0,1,3,8,5,78,12,2025,11,CA,City
CA0302200,Tustin,0,1,2,6,4,96,8,2025,12,CA,City
CA0302200,Tustin,0,1,1,8,13,70,8,2026,1,CA,City
CA0302200,Tustin,0,2,2,14,5,60,6,2026,2,CA,City
CA0302200,Tustin,0,0,2,11,7,91,7,2026,3,CA,City
CA0302200,Tustin,0,0,6,10,12,74,5,2026,4,CA,City
CA0302200,Tustin,1,0,2,4,4,41,5,2026,5,CA,City
CA0302200,Tustin,0,0,0,0,0,0,0,2026,6,CA,City
CA0480600,Vacaville,0,5,5,16,6,96,7,2025,10,CA,City
CA0480600,Vacaville,0,3,3,22,10,117,3,2025,11,CA,City
CA0480600,Vacaville,0,3,3,15,9,137,3,2025,12,CA,City
CA0480600,Vacaville,0,3,1,13,17,113,7,2026,1,CA,City
CA0480600,Vacaville,1,1,2,11,8,83,4,2026,2,CA,City
CA0480600,Vacaville,0,6,3,16,7,74,2,2026,3,CA,City
CA0480600,Vacaville,0,10,6,16,9,76,6,2026,4,CA,City
CA0480600,Vacaville,0,4,7,12,8,78,11,2026,5,CA,City
CA0480600,Vacaville,0,6,2,8,5,58,3,2026,6,CA,City
CA0560800,Ventura,0,1,7,31,17,116,6,2025,10,CA,City
CA0560800,Ventura,0,3,2,13,16,92,7,2025,11,CA,City
CA0560800,Ventura,0,5,3,18,28,113,10,2025,12,CA,City
CA0560800,Ventura,0,1,6,30,12,149,10,2026,1,CA,City
CA0560800,Ventura,0,2,3,16,16,97,14,2026,2,CA,City
CA0560800,Ventura,0,7,2,21,14,112,11,2026,3,CA,City
CA0560800,Ventura,0,1,1,25,13,111,8,2026,4,CA,City
CA0560800,Ventura,0,2,0,24,5,98,10,2026,5,CA,City
CA0560800,Ventura,0,1,1,11,6,51,2,2026,6,CA,City
CA0540700,Visalia,1,14,10,26,23,144,31,2025,10,CA,City
CA0540700,Visalia,1,4,8,21,25,165,33,2025,11,CA,City
CA0540700,Visalia,0,4,7,35,31,187,34,2025,12,CA,City
CA0540700,Visalia,0,15,2,27,19,147,27,2026,1,CA,City
CA0540700,Visalia,1,8,8,19,12,141,15,2026,2,CA,City
CA0540700,Visalia,0,9,3,30,20,144,22,2026,3,CA,City
CA0540700,Visalia,0,10,3,32,22,127,17,2026,4,CA,City
CA0540700,Visalia,1,6,5,36,15,135,19,2026,5,CA,City
CA0540700,Visalia,0,3,5,17,23,79,4,2026,6,CA,City
CA0071200,Walnut Creek,0,0,3,11,14,112,7,2025,10,CA,City
CA0071200,Walnut Creek,0,0,1,5,23,106,10,2025,11,CA,City
CA0071200,Walnut Creek,0,1,3,7,19,100,12,2025,12,CA,City
CA0071200,Walnut Creek,0,1,2,13,12,93,2,2026,1,CA,City
CA0071200,Walnut Creek,0,0,4,5,17,95,2,2026,2,CA,City
CA0071200,Walnut Creek,0,1,3,14,10,92,4,2026,3,CA,City
CA0071200,Walnut Creek,0,1,5,4,20,75,3,2026,4,CA,City
CA0071200,Walnut Creek,0,1,2,14,15,88,3,2026,5,CA,City
CA0071200,Walnut Creek,0,1,0,8,1,28,2,2026,6,CA,City
CA0197500,West Covina,0,3,3,14,14,115,18,2025,10,CA,City
CA0197500,West Covina,0,1,3,6,16,157,23,2025,11,CA,City
CA0197500,West Covina,0,1,6,5,12,132,25,2025,12,CA,City
CA0197500,West Covina,0,2,8,14,12,119,23,2026,1,CA,City
CA0197500,West Covina,0,2,9,12,9,116,18,2026,2,CA,City
CA0197500,West Covina,0,1,6,20,12,99,21,2026,3,CA,City
CA0197500,West Covina,0,1,6,19,16,117,14,2026,4,CA,City
CA0197500,West Covina,0,1,9,14,9,114,25,2026,5,CA,City
CA0197500,West Covina,0,1,4,15,3,38,7,2026,6,CA,City
CA0302500,Yorba Linda,0,0,0,2,5,20,5,2025,10,CA,City
CA0302500,Yorba Linda,0,0,0,1,3,20,1,2025,11,CA,City
CA0302500,Yorba Linda,0,0,1,1,5,23,8,2025,12,CA,City
CA0302500,Yorba Linda,0,1,1,1,0,27,1,2026,1,CA,City
CA0302500,Yorba Linda,0,1,0,1,3,16,3,2026,2,CA,City
CA0302500,Yorba Linda,0,0,0,6,2,26,7,2026,3,CA,City
CA0302500,Yorba Linda,0,0,1,4,2,24,4,2026,4,CA,City
CA0302500,Yorba Linda,0,0,2,2,5,15,5,2026,5,CA,City
CA0302500,Yorba Linda,0,0,1,1,3,22,2,2026,6,CA,City
FL0160000,Jacksonville,5,27,70,365,234,1515,176,2025,10,FL,City
FL0160000,Jacksonville,7,29,45,360,193,1383,143,2025,11,FL,City
FL0160000,Jacksonville,5,21,43,363,184,1576,129,2025,12,FL,City
FL0160000,Jacksonville,6,38,41,377,178,1509,142,2026,1,FL,City
FL0160000,Jacksonville,3,16,41,300,141,1356,153,2026,2,FL,City
FL0160000,Jacksonville,5,19,54,342,158,1405,129,2026,3,FL,City
FL0160000,Jacksonville,2,28,45,360,167,1414,117,2026,4,FL,City
FL0160000,Jacksonville,8,22,44,383,191,1500,109,2026,5,FL,City
FL0160000,Jacksonville,0,29,42,333,166,1233,125,2026,6,FL,City
GA0600400,Alpharetta,0,2,0,6,2,56,5,2025,10,GA,City
GA0600400,Alpharetta,0,4,0,8,2,38,0,2025,11,GA,City
GA0600400,Alpharetta,0,1,0,7,4,58,0,2025,12,GA,City
GA0600400,Alpharetta,0,0,1,4,1,42,1,2026,1,GA,City
GA0600400,Alpharetta,0,0,0,11,2,30,2,2026,2,GA,City
GA0600400,Alpharetta,0,1,0,8,4,28,0,2026,3,GA,City
GA0600400,Alpharetta,0,3,1,19,3,46,1,2026,4,GA,City
GA0600400,Alpharetta,0,3,0,8,4,58,2,2026,5,GA,City
GA0600400,Alpharetta,0,0,0,0,0,0,0,2026,6,GA,City
GA0447200,Brookhaven,0,0,2,11,6,65,3,2025,10,GA,City
GA0447200,Brookhaven,0,1,5,2,4,85,7,2025,11,GA,City
GA0447200,Brookhaven,0,0,4,8,4,74,6,2025,12,GA,City
GA0447200,Brookhaven,0,1,5,6,3,52,4,2026,1,GA,City
GA0447200,Brookhaven,0,1,4,9,9,54,2,2026,2,GA,City
GA0447200,Brookhaven,2,0,5,4,4,59,9,2026,3,GA,City
GA0447200,Brookhaven,1,3,4,12,14,60,3,2026,4,GA,City
GA0447200,Brookhaven,0,0,0,0,0,0,0,2026,5,GA,City
GA0447200,Brookhaven,0,0,0,0,0,0,0,2026,6,GA,City
GA0580000,Forsyth,0,3,1,11,5,91,2,2025,10,GA,County
GA0580000,Forsyth,1,2,3,15,4,58,3,2025,11,GA,County
GA0580000,Forsyth,0,6,2,3,3,74,2,2025,12,GA,County
GA0580000,Forsyth,0,4,0,4,4,47,2,2026,1,GA,County
GA0580000,Forsyth,0,0,2,6,2,47,0,2026,2,GA,County
GA0580000,Forsyth,0,3,0,17,2,45,3,2026,3,GA,County
GA0580000,Forsyth,0,2,0,7,8,42,2,2026,4,GA,County
GA0580000,Forsyth,0,2,0,9,5,40,7,2026,5,GA,County
GA0580000,Forsyth,0,0,0,0,0,0,0,2026,6,GA,County
GA0690000,Hall,0,7,2,16,11,68,13,2025,10,GA,County
GA0690000,Hall,1,6,1,15,11,56,10,2025,11,GA,County
GA0690000,Hall,1,3,1,26,5,84,5,2025,12,GA,County
GA0690000,Hall,0,2,2,20,12,64,7,2026,1,GA,County
GA0690000,Hall,1,0,0,15,12,61,8,2026,2,GA,County
GA0690000,Hall,1,6,0,8,10,70,6,2026,3,GA,County
GA0690000,Hall,0,3,1,16,5,65,3,2026,4,GA,County
GA0690000,Hall,0,1,2,21,7,56,10,2026,5,GA,County
GA0690000,Hall,0,0,0,0,0,0,0,2026,6,GA,County
GA0750500,Henry,0,17,3,25,15,123,29,2025,10,GA,County
GA0750500,Henry,0,8,4,30,15,112,28,2025,11,GA,County
GA0750500,Henry,1,4,3,36,8,110,8,2025,12,GA,County
GA0750500,Henry,0,19,2,14,23,120,20,2026,1,GA,County
GA0750500,Henry,0,6,1,15,21,94,11,2026,2,GA,County
GA0750500,Henry,0,10,2,21,17,110,12,2026,3,GA,County
GA0750500,Henry,0,0,0,0,0,0,0,2026,4,GA,County
GA0750500,Henry,0,0,0,0,0,0,0,2026,5,GA,County
GA0750500,Henry,0,0,0,0,0,0,0,2026,6,GA,County
GA0605800,Johns Creek,0,0,0,1,1,26,2,2025,10,GA,City
GA0605800,Johns Creek,0,0,2,2,4,28,1,2025,11,GA,City
GA0605800,Johns Creek,0,0,0,2,4,26,0,2025,12,GA,City
GA0605800,Johns Creek,0,0,0,1,3,19,0,2026,1,GA,City
GA0605800,Johns Creek,0,0,0,1,4,17,0,2026,2,GA,City
GA0605800,Johns Creek,0,0,1,0,2,18,0,2026,3,GA,City
GA0605800,Johns Creek,0,0,1,1,0,25,0,2026,4,GA,City
GA0605800,Johns Creek,0,0,0,1,5,24,3,2026,5,GA,City
GA0605800,Johns Creek,0,0,0,0,0,0,0,2026,6,GA,City
GA0330300,Marietta,1,1,0,8,8,82,13,2025,10,GA,City
GA0330300,Marietta,0,1,4,16,6,50,13,2025,11,GA,City
GA0330300,Marietta,0,1,0,9,4,62,6,2025,12,GA,City
GA0330300,Marietta,0,1,0,20,16,63,8,2026,1,GA,City
GA0330300,Marietta,1,4,1,14,9,54,7,2026,2,GA,City
GA0330300,Marietta,0,1,1,11,4,68,10,2026,3,GA,City
GA0330300,Marietta,0,1,1,15,5,71,2,2026,4,GA,City
GA0330300,Marietta,0,0,0,0,0,0,0,2026,5,GA,City
GA0330300,Marietta,0,0,0,0,0,0,0,2026,6,GA,City
GA1100000,Paulding,0,4,2,41,9,71,6,2025,10,GA,County
GA1100000,Paulding,0,3,1,45,3,67,5,2025,11,GA,County
GA1100000,Paulding,0,10,0,51,6,55,9,2025,12,GA,County
GA1100000,Paulding,0,6,1,46,7,36,6,2026,1,GA,County
GA1100000,Paulding,0,2,1,33,3,39,2,2026,2,GA,County
GA1100000,Paulding,0,6,0,47,6,43,2,2026,3,GA,County
GA1100000,Paulding,0,9,2,27,6,49,5,2026,4,GA,County
GA1100000,Paulding,0,3,1,34,6,37,3,2026,5,GA,County
GA1100000,Paulding,0,0,0,0,0,0,0,2026,6,GA,County
GA0600500,Roswell,0,1,2,2,4,50,8,2025,10,GA,City
GA0600500,Roswell,0,0,0,3,3,35,1,2025,11,GA,City
GA0600500,Roswell,0,3,0,5,6,39,1,2025,12,GA,City
GA0600500,Roswell,0,0,0,3,7,40,4,2026,1,GA,City
GA0600500,Roswell,0,0,1,5,2,39,3,2026,2,GA,City
GA0600500,Roswell,0,3,1,7,2,41,2,2026,3,GA,City
GA0600500,Roswell,0,2,0,7,4,49,6,2026,4,GA,City
GA0600500,Roswell,0,0,1,3,3,37,1,2026,5,GA,City
GA0600500,Roswell,0,0,0,0,0,0,0,2026,6,GA,City
GA0760200,Warner Robins,0,2,4,37,16,130,18,2025,10,GA,City
GA0760200,Warner Robins,0,1,5,28,15,109,24,2025,11,GA,City
GA0760200,Warner Robins,0,3,1,23,17,135,9,2025,12,GA,City
GA0760200,Warner Robins,0,5,8,38,9,114,17,2026,1,GA,City
GA0760200,Warner Robins,0,1,4,36,8,101,8,2026,2,GA,City
GA0760200,Warner Robins,0,1,6,42,14,105,9,2026,3,GA,City
GA0760200,Warner Robins,0,2,7,37,12,110,6,2026,4,GA,City
GA0760200,Warner Robins,0,0,0,0,0,0,0,2026,5,GA,City
GA0760200,Warner Robins,0,0,0,0,0,0,0,2026,6,GA,City
IA0850100,Ames,0,1,0,1,16,46,4,2025,10,IA,City
IA0850100,Ames,0,3,0,3,10,43,1,2025,11,IA,City
IA0850100,Ames,0,4,0,4,9,46,5,2025,12,IA,City
IA0850100,Ames,0,1,0,1,3,38,4,2026,1,IA,City
IA0850100,Ames,0,7,0,2,11,33,2,2026,2,IA,City
IA0850100,Ames,2,1,0,4,10,36,2,2026,3,IA,City
IA0850100,Ames,0,6,1,3,8,44,1,2026,4,IA,City
IA0850100,Ames,0,0,1,8,9,46,2,2026,5,IA,City
IA0850100,Ames,0,3,1,6,6,52,3,2026,6,IA,City
IA0770100,Ankeny,0,0,0,11,11,60,3,2025,10,IA,City
IA0770100,Ankeny,0,2,1,3,2,42,3,2025,11,IA,City
IA0770100,Ankeny,0,5,1,9,6,47,4,2025,12,IA,City
IA0770100,Ankeny,1,3,4,4,5,45,2,2026,1,IA,City
IA0770100,Ankeny,0,1,0,6,1,59,3,2026,2,IA,City
IA0770100,Ankeny,1,6,0,7,5,72,3,2026,3,IA,City
IA0770100,Ankeny,0,3,1,8,4,72,4,2026,4,IA,City
IA0770100,Ankeny,0,4,1,5,6,51,3,2026,5,IA,City
IA0770100,Ankeny,0,0,0,13,5,51,0,2026,6,IA,City
IA0570100,Cedar Rapids,0,0,2,26,39,170,15,2025,10,IA,City
IA0570100,Cedar Rapids,0,0,5,31,34,154,16,2025,11,IA,City
IA0570100,Cedar Rapids,0,3,2,21,19,167,14,2025,12,IA,City
IA0570100,Cedar Rapids,0,0,2,19,24,147,18,2026,1,IA,City
IA0570100,Cedar Rapids,0,0,2,27,26,153,11,2026,2,IA,City
IA0570100,Cedar Rapids,0,0,3,16,20,139,13,2026,3,IA,City
IA0570100,Cedar Rapids,0,1,2,15,8,219,19,2026,4,IA,City
IA0570100,Cedar Rapids,0,0,3,26,35,175,15,2026,5,IA,City
IA0570100,Cedar Rapids,0,0,4,18,20,159,9,2026,6,IA,City
IA0780100,Council Bluffs,0,5,3,19,32,109,11,2025,10,IA,City
IA0780100,Council Bluffs,0,1,1,10,21,72,15,2025,11,IA,City
IA0780100,Council Bluffs,0,2,3,17,9,75,21,2025,12,IA,City
IA0780100,Council Bluffs,0,5,1,15,19,82,8,2026,1,IA,City
IA0780100,Council Bluffs,0,1,2,19,11,75,12,2026,2,IA,City
IA0780100,Council Bluffs,0,11,5,17,14,110,19,2026,3,IA,City
IA0780100,Council Bluffs,0,7,0,26,22,128,18,2026,4,IA,City
IA0780100,Council Bluffs,0,5,6,11,20,162,17,2026,5,IA,City
IA0780100,Council Bluffs,0,4,5,24,21,134,13,2026,6,IA,City
IA0820200,Davenport,0,17,11,44,42,206,28,2025,10,IA,City
IA0820200,Davenport,2,14,6,27,29,199,25,2025,11,IA,City
IA0820200,Davenport,1,6,4,34,30,172,9,2025,12,IA,City
IA0820200,Davenport,0,9,6,22,33,156,17,2026,1,IA,City
IA0820200,Davenport,0,10,2,24,33,135,19,2026,2,IA,City
IA0820200,Davenport,0,6,4,35,30,150,26,2026,3,IA,City
IA0820200,Davenport,0,6,10,40,22,148,20,2026,4,IA,City
IA0820200,Davenport,1,8,5,38,32,185,26,2026,5,IA,City
IA0820200,Davenport,0,8,9,27,27,157,32,2026,6,IA,City
IA0770300,Des Moines,0,12,11,110,60,343,71,2025,10,IA,City
IA0770300,Des Moines,1,9,11,76,54,279,57,2025,11,IA,City
IA0770300,Des Moines,0,9,7,90,42,269,47,2025,12,IA,City
IA0770300,Des Moines,2,8,10,72,41,260,59,2026,1,IA,City
IA0770300,Des Moines,0,15,12,68,37,228,47,2026,2,IA,City
IA0770300,Des Moines,3,10,11,100,62,277,59,2026,3,IA,City
IA0770300,Des Moines,2,7,13,97,30,239,44,2026,4,IA,City
IA0770300,Des Moines,0,11,15,121,64,291,42,2026,5,IA,City
IA0770300,Des Moines,0,9,6,107,56,293,55,2026,6,IA,City
IA0310100,Dubuque,0,7,3,8,8,50,6,2025,10,IA,City
IA0310100,Dubuque,0,2,3,13,9,55,4,2025,11,IA,City
IA0310100,Dubuque,0,3,1,11,12,60,1,2025,12,IA,City
IA0310100,Dubuque,1,0,1,11,10,49,2,2026,1,IA,City
IA0310100,Dubuque,0,3,0,12,4,33,1,2026,2,IA,City
IA0310100,Dubuque,1,5,0,10,4,40,0,2026,3,IA,City
IA0310100,Dubuque,0,2,3,13,9,38,2,2026,4,IA,City
IA0310100,Dubuque,0,1,0,27,15,45,1,2026,5,IA,City
IA0310100,Dubuque,0,2,0,21,9,52,2,2026,6,IA,City
IA0520200,Iowa City,0,0,3,8,13,94,8,2025,10,IA,City
IA0520200,Iowa City,0,2,2,15,8,68,4,2025,11,IA,City
IA0520200,Iowa City,0,3,1,7,10,54,5,2025,12,IA,City
IA0520200,Iowa City,0,3,2,10,5,84,5,2026,1,IA,City
IA0520200,Iowa City,0,3,1,5,13,75,6,2026,2,IA,City
IA0520200,Iowa City,0,1,0,16,9,89,4,2026,3,IA,City
IA0520200,Iowa City,0,4,3,18,13,74,4,2026,4,IA,City
IA0520200,Iowa City,0,3,1,12,13,82,12,2026,5,IA,City
IA0520200,Iowa City,0,1,0,9,10,44,9,2026,6,IA,City
IA0970100,Sioux City,0,6,3,33,43,159,23,2025,10,IA,City
IA0970100,Sioux City,0,3,5,28,16,144,19,2025,11,IA,City
IA0970100,Sioux City,0,6,2,25,22,120,13,2025,12,IA,City
IA0970100,Sioux City,1,10,6,19,25,136,11,2026,1,IA,City
IA0970100,Sioux City,1,4,2,11,19,128,17,2026,2,IA,City
IA0970100,Sioux City,0,5,2,23,31,191,20,2026,3,IA,City
IA0970100,Sioux City,0,5,3,25,18,129,18,2026,4,IA,City
IA0970100,Sioux City,0,4,6,24,31,164,17,2026,5,IA,City
IA0970100,Sioux City,0,2,1,22,16,147,8,2026,6,IA,City
IA0070300,Waterloo,0,4,4,22,14,136,21,2025,10,IA,City
IA0070300,Waterloo,1,0,2,29,17,97,17,2025,11,IA,City
IA0070300,Waterloo,1,0,1,15,16,64,18,2025,12,IA,City
IA0070300,Waterloo,0,1,3,16,22,97,12,2026,1,IA,City
IA0070300,Waterloo,0,2,2,15,8,85,17,2026,2,IA,City
IA0070300,Waterloo,0,0,2,31,20,93,12,2026,3,IA,City
IA0070300,Waterloo,1,0,0,27,22,79,14,2026,4,IA,City
IA0070300,Waterloo,0,1,0,23,24,116,19,2026,5,IA,City
IA0070300,Waterloo,0,1,0,22,19,93,14,2026,6,IA,City
IA0770500,West Des Moines,0,0,0,6,10,75,8,2025,10,IA,City
IA0770500,West Des Moines,0,0,1,9,3,88,7,2025,11,IA,City
IA0770500,West Des Moines,0,0,1,15,2,75,4,2025,12,IA,City
IA0770500,West Des Moines,0,1,0,11,3,64,7,2026,1,IA,City
IA0770500,West Des Moines,0,2,1,14,5,74,4,2026,2,IA,City
IA0770500,West Des Moines,0,0,2,12,3,75,4,2026,3,IA,City
IA0770500,West Des Moines,0,0,0,18,5,52,3,2026,4,IA,City
IA0770500,West Des Moines,0,4,0,13,7,59,1,2026,5,IA,City
IA0770500,West Des Moines,0,1,0,6,4,61,2,2026,6,IA,City
IN0480200,Anderson,0,0,0,4,4,7,3,2025,10,IN,City
IN0480200,Anderson,0,1,3,14,8,58,15,2025,11,IN,City
IN0480200,Anderson,0,4,3,13,11,72,15,2025,12,IN,City
IN0480200,Anderson,0,0,1,8,17,50,7,2026,1,IN,City
IN0480200,Anderson,0,3,0,16,24,52,13,2026,2,IN,City
IN0480200,Anderson,0,2,0,24,13,53,13,2026,3,IN,City
IN0480200,Anderson,1,0,1,11,8,71,8,2026,4,IN,City
IN0480200,Anderson,0,2,1,14,6,57,9,2026,5,IN,City
IN0480200,Anderson,0,0,0,0,0,0,0,2026,6,IN,City
IN0530100,Bloomington,0,7,1,12,9,103,9,2025,10,IN,City
IN0530100,Bloomington,0,4,0,5,11,78,5,2025,11,IN,City
IN0530100,Bloomington,0,2,0,8,4,60,6,2025,12,IN,City
IN0530100,Bloomington,0,3,1,8,8,87,4,2026,1,IN,City
IN0530100,Bloomington,0,3,0,8,6,63,7,2026,2,IN,City
IN0530100,Bloomington,0,0,0,0,0,0,0,2026,3,IN,City
IN0530100,Bloomington,0,0,0,0,0,0,0,2026,4,IN,City
IN0530100,Bloomington,0,0,0,0,0,0,0,2026,5,IN,City
IN0530100,Bloomington,0,0,0,0,0,0,0,2026,6,IN,City
IN0290100,Carmel,0,1,0,4,1,35,4,2025,10,IN,City
IN0290100,Carmel,0,0,1,4,2,48,7,2025,11,IN,City
IN0290100,Carmel,0,1,1,2,0,48,6,2025,12,IN,City
IN0290100,Carmel,0,1,0,1,0,33,12,2026,1,IN,City
IN0290100,Carmel,0,2,0,4,2,44,0,2026,2,IN,City
IN0290100,Carmel,0,0,0,2,1,53,4,2026,3,IN,City
IN0290100,Carmel,0,1,0,3,2,43,6,2026,4,IN,City
IN0290100,Carmel,0,0,3,6,1,47,8,2026,5,IN,City
IN0290100,Carmel,0,0,0,0,0,0,0,2026,6,IN,City
IN0200100,Elkhart,0,1,0,27,36,59,8,2025,10,IN,City
IN0200100,Elkhart,0,0,1,12,10,17,0,2025,11,IN,City
IN0200100,Elkhart,0,0,0,0,0,0,0,2025,12,IN,City
IN0200100,Elkhart,0,4,2,32,17,34,8,2026,1,IN,City
IN0200100,Elkhart,0,1,0,31,21,32,7,2026,2,IN,City
IN0200100,Elkhart,0,0,0,30,10,36,11,2026,3,IN,City
IN0200100,Elkhart,1,1,1,32,11,43,1,2026,4,IN,City
IN0200100,Elkhart,0,0,0,0,0,0,0,2026,5,IN,City
IN0200100,Elkhart,0,0,0,0,0,0,0,2026,6,IN,City
IN0820100,Evansville,0,8,7,104,34,268,24,2025,10,IN,City
IN0820100,Evansville,2,6,4,104,26,238,30,2025,11,IN,City
IN0820100,Evansville,0,4,9,92,47,246,32,2025,12,IN,City
IN0820100,Evansville,0,9,1,70,31,194,14,2026,1,IN,City
IN0820100,Evansville,0,4,3,66,22,173,21,2026,2,IN,City
IN0820100,Evansville,2,4,6,106,28,230,14,2026,3,IN,City
IN0820100,Evansville,0,2,0,27,16,86,7,2026,4,IN,City
IN0820100,Evansville,0,1,0,0,0,2,1,2026,5,IN,City
IN0820100,Evansville,0,0,0,0,0,0,0,2026,6,IN,City
IN0290700,Fishers,0,1,0,6,4,30,2,2025,10,IN,City
IN0290700,Fishers,0,0,0,4,5,38,3,2025,11,IN,City
IN0290700,Fishers,1,0,1,4,3,28,4,2025,12,IN,City
IN0290700,Fishers,0,0,0,7,0,23,1,2026,1,IN,City
IN0290700,Fishers,0,0,0,5,3,25,1,2026,2,IN,City
IN0290700,Fishers,0,2,1,4,1,35,0,2026,3,IN,City
IN0290700,Fishers,0,0,1,6,4,25,2,2026,4,IN,City
IN0290700,Fishers,0,3,1,6,2,40,4,2026,5,IN,City
IN0290700,Fishers,0,0,0,0,0,0,0,2026,6,IN,City
IN0410300,Greenwood,0,2,2,7,2,78,9,2025,10,IN,City
IN0410300,Greenwood,0,0,1,4,7,83,7,2025,11,IN,City
IN0410300,Greenwood,0,1,1,11,4,72,7,2025,12,IN,City
IN0410300,Greenwood,0,0,0,6,2,77,5,2026,1,IN,City
IN0410300,Greenwood,0,1,1,6,3,70,3,2026,2,IN,City
IN0410300,Greenwood,0,1,0,4,1,65,8,2026,3,IN,City
IN0410300,Greenwood,0,0,1,6,7,66,5,2026,4,IN,City
IN0410300,Greenwood,0,0,1,7,4,105,14,2026,5,IN,City
IN0410300,Greenwood,0,0,0,0,0,0,0,2026,6,IN,City
IN0450700,Hammond,1,0,4,36,13,127,22,2025,10,IN,City
IN0450700,Hammond,0,2,4,17,5,135,15,2025,11,IN,City
IN0450700,Hammond,0,2,6,26,8,119,25,2025,12,IN,City
IN0450700,Hammond,1,3,5,20,8,86,18,2026,1,IN,City
IN0450700,Hammond,0,4,0,27,8,97,14,2026,2,IN,City
IN0450700,Hammond,0,0,0,0,0,0,0,2026,3,IN,City
IN0450700,Hammond,0,0,0,0,0,0,0,2026,4,IN,City
IN0450700,Hammond,0,0,0,0,0,0,0,2026,5,IN,City
IN0450700,Hammond,0,0,0,0,0,0,0,2026,6,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2025,10,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2025,11,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2025,12,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2026,1,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2026,2,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2026,3,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2026,4,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2026,5,IN,City
IN0100300,Jeffersonville,0,0,0,0,0,0,0,2026,6,IN,City
IN0340100,Kokomo,0,3,2,17,10,58,10,2025,10,IN,City
IN0340100,Kokomo,0,0,2,16,9,46,5,2025,11,IN,City
IN0340100,Kokomo,0,4,3,15,6,49,6,2025,12,IN,City
IN0340100,Kokomo,0,2,2,14,4,50,7,2026,1,IN,City
IN0340100,Kokomo,0,4,0,17,9,39,10,2026,2,IN,City
IN0340100,Kokomo,0,4,4,16,8,46,4,2026,3,IN,City
IN0340100,Kokomo,0,0,0,0,0,0,0,2026,4,IN,City
IN0340100,Kokomo,0,0,0,0,0,0,0,2026,5,IN,City
IN0340100,Kokomo,0,0,0,0,0,0,0,2026,6,IN,City
IN0180100,Muncie,0,1,1,22,19,42,10,2025,10,IN,City
IN0180100,Muncie,0,3,4,19,12,38,15,2025,11,IN,City
IN0180100,Muncie,0,2,3,26,20,44,10,2025,12,IN,City
IN0180100,Muncie,0,9,3,15,11,37,20,2026,1,IN,City
IN0180100,Muncie,0,3,0,24,13,38,10,2026,2,IN,City
IN0180100,Muncie,0,5,3,15,12,39,15,2026,3,IN,City
IN0180100,Muncie,0,3,3,36,13,39,14,2026,4,IN,City
IN0180100,Muncie,3,2,1,20,14,48,12,2026,5,IN,City
IN0180100,Muncie,0,0,0,0,0,0,0,2026,6,IN,City
IN0290200,Noblesville,0,2,0,2,1,19,1,2025,10,IN,City
IN0290200,Noblesville,0,2,0,3,1,19,0,2025,11,IN,City
IN0290200,Noblesville,0,2,1,1,1,27,2,2025,12,IN,City
IN0290200,Noblesville,0,1,0,0,0,29,0,2026,1,IN,City
IN0290200,Noblesville,0,2,0,1,0,30,2,2026,2,IN,City
IN0290200,Noblesville,0,2,0,3,3,29,1,2026,3,IN,City
IN0290200,Noblesville,0,1,0,3,0,24,3,2026,4,IN,City
IN0290200,Noblesville,0,3,0,2,0,20,1,2026,5,IN,City
IN0290200,Noblesville,0,0,0,0,0,0,0,2026,6,IN,City
IN0710000,St Joseph,0,2,1,3,4,9,0,2025,10,IN,County
IN0710000,St Joseph,0,0,0,5,6,21,2,2025,11,IN,County
IN0710000,St Joseph,0,1,1,8,11,23,7,2025,12,IN,County
IN0710000,St Joseph,0,0,1,8,8,24,2,2026,1,IN,County
IN0710000,St Joseph,0,1,0,4,3,18,9,2026,2,IN,County
IN0710000,St Joseph,0,0,0,4,4,39,4,2026,3,IN,County
IN0710000,St Joseph,0,2,2,17,10,24,1,2026,4,IN,County
IN0710000,St Joseph,0,2,0,11,4,27,5,2026,5,IN,County
IN0710000,St Joseph,0,0,0,0,0,0,0,2026,6,IN,County
IN0840100,Terre Haute,0,0,2,3,6,16,1,2025,10,IN,City
IN0840100,Terre Haute,0,1,6,18,26,120,24,2025,11,IN,City
IN0840100,Terre Haute,1,3,4,14,18,93,5,2025,12,IN,City
IN0840100,Terre Haute,0,3,3,14,22,83,11,2026,1,IN,City
IN0840100,Terre Haute,0,3,3,19,17,91,12,2026,2,IN,City
IN0840100,Terre Haute,0,3,4,21,20,88,20,2026,3,IN,City
IN0840100,Terre Haute,0,7,1,15,23,91,9,2026,4,IN,City
IN0840100,Terre Haute,0,0,0,0,0,0,0,2026,5,IN,City
