ori,Agency Name,Murder,Rape,Robbery,Aggravated Assault,Burglary,Theft,Motor Vehicle Theft,Year,Month,State,Type
UT0252200,Saratoga Springs,0,0,0,1,1,19,1,2026,4,UT,City
UT0252200,Saratoga Springs,0,0,0,2,2,12,1,2026,5,UT,City
UT0252200,Saratoga Springs,0,0,0,0,0,0,0,2026,6,UT,City
UT0181800,South Jordan,0,3,0,4,4,73,9,2025,10,UT,City
UT0181800,South Jordan,0,1,1,4,5,48,3,2025,11,UT,City
UT0181800,South Jordan,2,1,0,2,7,66,3,2025,12,UT,City
UT0181800,South Jordan,0,3,2,7,4,64,4,2026,1,UT,City
UT0181800,South Jordan,0,1,0,5,4,66,4,2026,2,UT,City
UT0181800,South Jordan,0,5,1,2,6,56,9,2026,3,UT,City
UT0181800,South Jordan,0,2,0,4,5,41,5,2026,4,UT,City
UT0181800,South Jordan,0,2,0,5,5,33,7,2026,5,UT,City
UT0181800,South Jordan,0,0,0,0,0,0,0,2026,6,UT,City
UT0270100,St. George,0,4,0,12,6,60,1,2025,10,UT,City
UT0270100,St. George,0,4,2,18,10,60,2,2025,11,UT,City
UT0270100,St. George,1,8,1,8,10,59,5,2025,12,UT,City
UT0270100,St. George,0,6,3,9,4,69,8,2026,1,UT,City
UT0270100,St. George,0,10,2,7,12,85,4,2026,2,UT,City
UT0270100,St. George,0,14,1,8,9,65,3,2026,3,UT,City
UT0270100,St. George,0,5,0,14,7,71,6,2026,4,UT,City
UT0270100,St. George,0,3,1,13,5,62,4,2026,5,UT,City
UT0270100,St. George,0,0,0,0,0,6,0,2026,6,UT,City
UT0180600,West Jordan,0,7,1,21,16,116,17,2025,10,UT,City
UT0180600,West Jordan,0,3,1,21,12,96,6,2025,11,UT,City
UT0180600,West Jordan,0,1,3,20,10,114,9,2025,12,UT,City
UT0180600,West Jordan,0,8,2,26,10,92,9,2026,1,UT,City
UT0180600,West Jordan,0,5,3,18,10,95,9,2026,2,UT,City
UT0180600,West Jordan,0,5,0,14,13,97,16,2026,3,UT,City
UT0180600,West Jordan,0,8,2,20,9,67,8,2026,4,UT,City
UT0180600,West Jordan,0,9,2,19,10,90,8,2026,5,UT,City
UT0180600,West Jordan,0,0,0,0,0,0,0,2026,6,UT,City
UT0182500,West Valley,2,11,8,42,20,140,22,2025,10,UT,City
UT0182500,West Valley,0,8,3,29,19,136,15,2025,11,UT,City
UT0182500,West Valley,1,5,7,25,14,113,28,2025,12,UT,City
UT0182500,West Valley,0,3,3,25,8,151,13,2026,1,UT,City
UT0182500,West Valley,3,3,4,31,13,129,17,2026,2,UT,City
UT0182500,West Valley,0,9,1,16,18,169,17,2026,3,UT,City
UT0182500,West Valley,1,4,5,27,14,140,14,2026,4,UT,City
UT0182500,West Valley,1,9,4,23,13,154,44,2026,5,UT,City
UT0182500,West Valley,0,0,0,0,0,0,0,2026,6,UT,City
VA0020300,Albemarle,0,4,0,7,5,115,3,2025,10,VA,County
VA0020300,Albemarle,0,3,0,0,2,80,5,2025,11,VA,County
VA0020300,Albemarle,0,2,0,4,3,100,9,2025,12,VA,County
VA0020300,Albemarle,0,2,2,6,0,53,4,2026,1,VA,County
VA0020300,Albemarle,0,4,1,2,0,71,3,2026,2,VA,County
VA0020300,Albemarle,0,1,0,4,1,78,2,2026,3,VA,County
VA0020300,Albemarle,0,2,0,8,4,110,14,2026,4,VA,County
VA0020300,Albemarle,0,1,0,4,3,104,9,2026,5,VA,County
VA0020300,Albemarle,0,0,0,0,0,0,0,2026,6,VA,County
VA0990000,Alexandria,1,0,13,5,4,177,16,2025,10,VA,City
VA0990000,Alexandria,0,1,7,9,17,184,8,2025,11,VA,City
VA0990000,Alexandria,0,0,6,6,10,180,13,2025,12,VA,City
VA0990000,Alexandria,0,0,8,16,9,108,13,2026,1,VA,City
VA0990000,Alexandria,0,0,4,10,8,173,12,2026,2,VA,City
VA0990000,Alexandria,0,0,8,13,8,206,13,2026,3,VA,City
VA0990000,Alexandria,0,0,3,21,2,146,10,2026,4,VA,City
VA0990000,Alexandria,0,0,3,10,2,148,12,2026,5,VA,City
VA0990000,Alexandria,0,0,0,0,0,0,0,2026,6,VA,City
VA0070100,Arlington,0,2,12,32,12,307,18,2025,10,VA,County
VA0070100,Arlington,0,1,12,41,10,267,15,2025,11,VA,County
VA0070100,Arlington,0,2,15,23,12,261,17,2025,12,VA,County
VA0070100,Arlington,0,4,16,21,11,262,23,2026,1,VA,County
VA0070100,Arlington,0,2,8,16,12,223,13,2026,2,VA,County
VA0070100,Arlington,0,4,16,35,6,297,16,2026,3,VA,County
VA0070100,Arlington,0,3,22,27,11,246,14,2026,4,VA,County
VA0070100,Arlington,0,5,26,41,6,268,19,2026,5,VA,County
VA0070100,Arlington,0,0,0,0,0,0,0,2026,6,VA,County
VA1030000,Chesapeake,1,2,8,64,30,291,17,2025,10,VA,City
VA1030000,Chesapeake,1,6,9,61,16,268,11,2025,11,VA,City
VA1030000,Chesapeake,1,7,4,52,16,233,16,2025,12,VA,City
VA1030000,Chesapeake,0,3,10,47,22,313,7,2026,1,VA,City
VA1030000,Chesapeake,0,1,3,45,11,275,17,2026,2,VA,City
VA1030000,Chesapeake,0,10,2,55,14,277,21,2026,3,VA,City
VA1030000,Chesapeake,1,8,2,58,25,258,16,2026,4,VA,City
VA1030000,Chesapeake,3,5,6,69,10,260,10,2026,5,VA,City
VA1030000,Chesapeake,1,3,3,21,10,110,7,2026,6,VA,City
VA0210100,Chesterfield,1,4,2,61,25,265,46,2025,10,VA,County
VA0210100,Chesterfield,1,5,3,31,25,275,35,2025,11,VA,County
VA0210100,Chesterfield,0,14,6,31,28,283,36,2025,12,VA,County
VA0210100,Chesterfield,0,12,7,18,33,311,24,2026,1,VA,County
VA0210100,Chesterfield,0,6,3,29,21,271,32,2026,2,VA,County
VA0210100,Chesterfield,1,6,5,49,35,307,22,2026,3,VA,County
VA0210100,Chesterfield,1,7,5,43,39,338,32,2026,4,VA,County
VA0210100,Chesterfield,1,8,3,41,29,270,32,2026,5,VA,County
VA0210100,Chesterfield,0,0,0,0,0,0,0,2026,6,VA,County
VA0290100,Fairfax,1,8,28,72,27,1299,111,2025,10,VA,County
VA0290100,Fairfax,1,10,30,57,36,1030,76,2025,11,VA,County
VA0290100,Fairfax,0,0,0,0,0,0,0,2025,12,VA,County
VA0290100,Fairfax,0,12,26,37,19,1133,59,2026,1,VA,County
VA0290100,Fairfax,3,17,27,39,30,988,75,2026,2,VA,County
VA0290100,Fairfax,2,3,25,51,33,1137,78,2026,3,VA,County
VA0290100,Fairfax,1,12,30,34,22,1040,57,2026,4,VA,County
VA0290100,Fairfax,1,8,13,52,22,952,61,2026,5,VA,County
VA0290100,Fairfax,0,0,0,0,0,0,0,2026,6,VA,County
VA1110000,Hampton,0,2,4,15,15,246,42,2025,10,VA,City
VA1110000,Hampton,2,5,2,12,8,227,25,2025,11,VA,City
VA1110000,Hampton,0,4,8,14,19,259,21,2025,12,VA,City
VA1110000,Hampton,0,2,2,10,9,179,8,2026,1,VA,City
VA1110000,Hampton,1,3,2,5,5,30,4,2026,2,VA,City
VA1110000,Hampton,0,1,6,14,15,148,14,2026,3,VA,City
VA1110000,Hampton,1,4,5,23,17,279,39,2026,4,VA,City
VA1110000,Hampton,0,0,0,5,1,40,5,2026,5,VA,City
VA1110000,Hampton,0,0,0,0,0,0,0,2026,6,VA,City
VA0420000,Hanover,0,3,0,14,5,53,2,2025,10,VA,County
VA0420000,Hanover,0,0,0,5,2,52,1,2025,11,VA,County
VA0420000,Hanover,0,2,0,6,2,63,3,2025,12,VA,County
VA0420000,Hanover,0,1,0,8,0,44,2,2026,1,VA,County
VA0420000,Hanover,0,1,0,5,2,39,1,2026,2,VA,County
VA0420000,Hanover,0,1,0,13,1,29,1,2026,3,VA,County
VA0420000,Hanover,0,4,1,12,1,63,2,2026,4,VA,County
VA0420000,Hanover,0,0,1,9,3,45,2,2026,5,VA,County
VA0420000,Hanover,0,0,0,0,0,0,0,2026,6,VA,County
VA1120000,Harrisonburg,0,0,1,4,4,57,5,2025,10,VA,City
VA1120000,Harrisonburg,0,2,1,4,7,61,2,2025,11,VA,City
VA1120000,Harrisonburg,0,0,1,3,6,46,1,2025,12,VA,City
VA1120000,Harrisonburg,0,0,1,7,3,47,2,2026,1,VA,City
VA1120000,Harrisonburg,0,3,1,3,3,34,1,2026,2,VA,City
VA1120000,Harrisonburg,0,1,0,6,6,50,0,2026,3,VA,City
VA1120000,Harrisonburg,0,3,2,10,2,51,3,2026,4,VA,City
VA1120000,Harrisonburg,0,1,0,13,1,45,2,2026,5,VA,City
VA1120000,Harrisonburg,0,0,0,0,0,0,0,2026,6,VA,City
VA0430100,Henrico,1,2,9,39,20,487,20,2025,10,VA,County
VA0430100,Henrico,0,1,4,27,30,406,30,2025,11,VA,County
VA0430100,Henrico,1,0,5,38,21,418,35,2025,12,VA,County
VA0430100,Henrico,1,0,5,35,27,402,28,2026,1,VA,County
VA0430100,Henrico,1,2,6,34,18,368,23,2026,2,VA,County
VA0430100,Henrico,1,3,4,30,22,403,26,2026,3,VA,County
VA0430100,Henrico,0,2,10,40,16,441,38,2026,4,VA,County
VA0430100,Henrico,4,1,9,47,21,452,42,2026,5,VA,County
VA0430100,Henrico,0,0,0,0,0,0,0,2026,6,VA,County
VA0530000,Loudoun,0,5,3,8,6,171,13,2025,10,VA,County
VA0530000,Loudoun,0,5,2,7,6,149,14,2025,11,VA,County
VA0530000,Loudoun,0,3,2,9,4,94,6,2025,12,VA,County
VA0530000,Loudoun,1,5,4,17,2,63,8,2026,1,VA,County
VA0530000,Loudoun,0,8,3,21,10,95,12,2026,2,VA,County
VA0530000,Loudoun,0,9,4,17,4,140,13,2026,3,VA,County
VA0530000,Loudoun,0,10,5,24,7,121,6,2026,4,VA,County
VA0530000,Loudoun,0,2,0,15,2,115,4,2026,5,VA,County
VA0530000,Loudoun,0,0,0,0,0,0,0,2026,6,VA,County
VA1140000,Lynchburg,1,5,1,20,18,93,10,2025,10,VA,City
VA1140000,Lynchburg,0,5,3,15,15,68,10,2025,11,VA,City
VA1140000,Lynchburg,1,0,0,11,11,68,6,2025,12,VA,City
VA1140000,Lynchburg,1,4,6,15,10,55,9,2026,1,VA,City
VA1140000,Lynchburg,0,3,0,20,12,67,12,2026,2,VA,City
VA1140000,Lynchburg,0,1,1,11,10,68,9,2026,3,VA,City
VA1140000,Lynchburg,0,3,0,8,5,80,10,2026,4,VA,City
VA1140000,Lynchburg,2,1,5,21,12,95,20,2026,5,VA,City
VA1140000,Lynchburg,0,0,0,0,0,0,0,2026,6,VA,City
VA1160000,Newport News,0,1,15,71,43,243,24,2025,10,VA,City
VA1160000,Newport News,5,0,16,74,30,241,19,2025,11,VA,City
VA1160000,Newport News,2,3,12,89,23,293,30,2025,12,VA,City
VA1160000,Newport News,1,2,0,9,6,50,5,2026,1,VA,City
VA1160000,Newport News,2,4,9,59,43,233,32,2026,2,VA,City
VA1160000,Newport News,0,1,14,82,45,242,29,2026,3,VA,City
VA1160000,Newport News,1,2,12,88,41,266,36,2026,4,VA,City
VA1160000,Newport News,0,0,0,0,0,0,0,2026,5,VA,City
VA1160000,Newport News,0,0,0,0,0,0,0,2026,6,VA,City
VA1170000,Norfolk,3,11,11,34,53,460,28,2025,10,VA,City
VA1170000,Norfolk,2,6,11,39,25,523,31,2025,11,VA,City
VA1170000,Norfolk,2,7,15,37,31,498,59,2025,12,VA,City
VA1170000,Norfolk,1,10,13,56,35,559,51,2026,1,VA,City
VA1170000,Norfolk,3,6,11,50,15,542,42,2026,2,VA,City
VA1170000,Norfolk,3,7,5,47,42,530,47,2026,3,VA,City
VA1170000,Norfolk,1,10,14,52,27,613,50,2026,4,VA,City
VA1170000,Norfolk,0,0,0,0,0,0,0,2026,5,VA,City
VA1170000,Norfolk,0,0,0,0,0,0,0,2026,6,VA,City
VA1200000,Portsmouth,1,1,17,39,28,177,31,2025,10,VA,City
VA1200000,Portsmouth,3,3,13,29,33,180,36,2025,11,VA,City
VA1200000,Portsmouth,1,0,11,43,27,178,37,2025,12,VA,City
VA1200000,Portsmouth,3,4,9,40,78,173,28,2026,1,VA,City
VA1200000,Portsmouth,0,2,8,20,26,186,36,2026,2,VA,City
VA1200000,Portsmouth,0,5,12,47,31,189,36,2026,3,VA,City
VA1200000,Portsmouth,3,5,8,50,37,210,32,2026,4,VA,City
VA1200000,Portsmouth,3,2,5,51,113,231,49,2026,5,VA,City
VA1200000,Portsmouth,0,0,0,0,0,0,0,2026,6,VA,City
VA0750300,Prince William,1,5,14,48,23,439,69,2025,10,VA,County
VA0750300,Prince William,0,9,18,65,14,364,44,2025,11,VA,County
VA0750300,Prince William,0,9,11,65,20,399,79,2025,12,VA,County
VA0750300,Prince William,0,7,11,53,14,312,94,2026,1,VA,County
VA0750300,Prince William,4,3,18,60,16,322,45,2026,2,VA,County
VA0750300,Prince William,1,10,11,65,24,317,60,2026,3,VA,County
VA0750300,Prince William,0,6,14,45,18,371,67,2026,4,VA,County
VA0750300,Prince William,1,1,9,26,10,254,37,2026,5,VA,County
VA0750300,Prince William,0,0,0,0,0,0,0,2026,6,VA,County
VA1230000,Roanoke,0,3,16,15,23,242,16,2025,10,VA,City
VA1230000,Roanoke,1,3,10,24,18,214,21,2025,11,VA,City
VA1230000,Roanoke,0,6,3,29,15,177,20,2025,12,VA,City
VA1230000,Roanoke,3,3,4,21,18,171,10,2026,1,VA,City
VA1230000,Roanoke,2,2,5,16,25,152,16,2026,2,VA,City
VA1230000,Roanoke,2,1,4,28,27,191,24,2026,3,VA,City
VA1230000,Roanoke,0,3,5,33,17,178,13,2026,4,VA,City
VA1230000,Roanoke,0,3,9,48,112,200,17,2026,5,VA,City
VA1230000,Roanoke,0,0,0,0,0,0,0,2026,6,VA,City
VA0880000,Spotsylvania,0,3,3,10,3,61,6,2025,10,VA,County
VA0880000,Spotsylvania,0,3,0,21,2,42,9,2025,11,VA,County
VA0880000,Spotsylvania,0,1,0,9,0,27,5,2025,12,VA,County
VA0880000,Spotsylvania,0,1,1,17,2,40,4,2026,1,VA,County
VA0880000,Spotsylvania,0,1,1,12,1,23,2,2026,2,VA,County
VA0880000,Spotsylvania,0,1,3,11,2,31,5,2026,3,VA,County
VA0880000,Spotsylvania,0,1,1,8,2,19,4,2026,4,VA,County
VA0880000,Spotsylvania,0,0,0,0,0,0,0,2026,5,VA,County
VA0880000,Spotsylvania,0,0,0,0,0,0,0,2026,6,VA,County
VA0890000,Stafford,1,2,5,13,10,83,5,2025,10,VA,County
VA0890000,Stafford,0,2,2,17,5,101,8,2025,11,VA,County
VA0890000,Stafford,0,5,3,21,4,56,5,2025,12,VA,County
VA0890000,Stafford,0,4,3,24,1,38,5,2026,1,VA,County
VA0890000,Stafford,0,3,2,20,4,51,7,2026,2,VA,County
VA0890000,Stafford,0,4,1,14,8,61,3,2026,3,VA,County
VA0890000,Stafford,0,1,1,20,4,48,4,2026,4,VA,County
VA0890000,Stafford,0,3,6,27,3,53,7,2026,5,VA,County
VA0890000,Stafford,0,0,0,0,0,0,0,2026,6,VA,County
VA1270000,Suffolk,0,1,7,16,5,102,16,2025,10,VA,City
VA1270000,Suffolk,1,3,6,28,7,97,2,2025,11,VA,City
VA1270000,Suffolk,0,4,2,10,5,74,6,2025,12,VA,City
VA1270000,Suffolk,0,0,0,0,0,0,0,2026,1,VA,City
VA1270000,Suffolk,0,0,0,0,0,0,0,2026,2,VA,City
VA1270000,Suffolk,0,0,0,0,0,0,0,2026,3,VA,City
VA1270000,Suffolk,0,0,0,0,0,0,0,2026,4,VA,City
VA1270000,Suffolk,0,0,0,0,0,0,0,2026,5,VA,City
VA1270000,Suffolk,0,0,0,0,0,0,0,2026,6,VA,City
VA1280000,Virginia Beach,1,9,16,18,29,464,31,2025,10,VA,City
VA1280000,Virginia Beach,1,10,13,17,31,448,23,2025,11,VA,City
VA1280000,Virginia Beach,2,5,11,23,17,418,26,2025,12,VA,City
VA1280000,Virginia Beach,1,6,9,21,20,420,24,2026,1,VA,City
VA1280000,Virginia Beach,0,2,3,15,17,446,31,2026,2,VA,City
VA1280000,Virginia Beach,0,6,8,21,17,448,16,2026,3,VA,City
VA1280000,Virginia Beach,1,15,11,13,14,357,17,2026,4,VA,City
VA1280000,Virginia Beach,0,6,6,12,11,422,25,2026,5,VA,City
VA1280000,Virginia Beach,0,0,0,0,0,0,0,2026,6,VA,City
VT0040100,Burlington,0,2,3,10,6,140,1,2025,10,VT,City
VT0040100,Burlington,0,2,2,11,11,105,2,2025,11,VT,City
VT0040100,Burlington,0,2,2,6,12,59,2,2025,12,VT,City
VT0040100,Burlington,0,3,0,3,12,89,9,2026,1,VT,City
VT0040100,Burlington,0,2,0,10,7,69,1,2026,2,VT,City
VT0040100,Burlington,0,0,0,11,9,48,2,2026,3,VT,City
VT0040100,Burlington,0,0,2,8,3,57,2,2026,4,VT,City
VT0040100,Burlington,0,0,1,12,6,69,2,2026,5,VT,City
VT0040100,Burlington,0,3,1,17,2,70,2,2026,6,VT,City
WA0171200,Redmond,0,0,1,1,4,104,2,2025,10,WA,City
WA0171200,Redmond,0,0,0,0,4,89,8,2025,11,WA,City
WA0171200,Redmond,0,1,3,2,15,92,4,2025,12,WA,City
WA0171200,Redmond,0,0,3,4,8,95,7,2026,1,WA,City
WA0171200,Redmond,0,0,0,3,14,54,4,2026,2,WA,City
WA0171200,Redmond,0,1,0,2,6,71,1,2026,3,WA,City
WA0171200,Redmond,0,1,0,2,12,98,5,2026,4,WA,City
WA0171200,Redmond,0,0,3,1,9,91,0,2026,5,WA,City
WA0171200,Redmond,0,0,0,0,0,0,0,2026,6,WA,City
WA0030200,Richland,0,7,2,10,8,92,20,2025,10,WA,City
WA0030200,Richland,0,2,1,10,25,97,14,2025,11,WA,City
WA0030200,Richland,0,2,0,2,18,123,12,2025,12,WA,City
WA0030200,Richland,0,1,3,5,14,56,12,2026,1,WA,City
WA0030200,Richland,0,2,0,4,9,47,2,2026,2,WA,City
WA0030200,Richland,0,2,0,8,13,72,3,2026,3,WA,City
WA0030200,Richland,0,1,2,6,9,57,3,2026,4,WA,City
WA0030200,Richland,0,4,1,3,10,67,4,2026,5,WA,City
WA0030200,Richland,0,0,0,0,0,0,0,2026,6,WA,City
WA0321500,Spokane Valley,0,3,5,20,43,249,27,2025,10,WA,City
WA0321500,Spokane Valley,0,3,3,13,48,240,25,2025,11,WA,City
WA0321500,Spokane Valley,0,2,4,17,40,239,25,2025,12,WA,City
WA0321500,Spokane Valley,0,0,5,19,35,208,33,2026,1,WA,City
WA0321500,Spokane Valley,0,1,3,11,28,183,16,2026,2,WA,City
WA0321500,Spokane Valley,0,1,3,14,38,203,22,2026,3,WA,City
WA0321500,Spokane Valley,0,1,3,14,23,189,11,2026,4,WA,City
WA0321500,Spokane Valley,0,0,0,0,0,0,0,2026,5,WA,City
WA0321500,Spokane Valley,0,0,0,0,0,0,0,2026,6,WA,City
WA0340000,Thurston,0,2,0,28,27,43,10,2025,10,WA,County
WA0340000,Thurston,0,2,2,15,13,31,6,2025,11,WA,County
WA0340000,Thurston,0,2,0,15,17,37,8,2025,12,WA,County
WA0340000,Thurston,0,0,0,0,3,6,0,2026,1,WA,County
WA0340000,Thurston,1,0,1,9,13,25,9,2026,2,WA,County
WA0340000,Thurston,0,0,1,10,8,18,1,2026,3,WA,County
WA0340000,Thurston,0,2,0,12,15,38,8,2026,4,WA,County
WA0340000,Thurston,0,5,0,12,28,30,13,2026,5,WA,County
WA0340000,Thurston,0,0,0,0,0,0,0,2026,6,WA,County
WA0390500,Yakima,0,4,8,35,26,109,6,2025,10,WA,City
WA0390500,Yakima,0,2,6,32,17,93,27,2025,11,WA,City
WA0390500,Yakima,1,1,2,21,18,130,21,2025,12,WA,City
WA0390500,Yakima,0,0,2,24,19,102,15,2026,1,WA,City
WA0390500,Yakima,0,4,3,16,16,86,18,2026,2,WA,City
WA0390500,Yakima,0,2,5,24,20,111,19,2026,3,WA,City
WA0390500,Yakima,0,1,4,16,16,83,8,2026,4,WA,City
WA0390500,Yakima,0,0,0,12,0,0,0,2026,5,WA,City
WA0390500,Yakima,0,0,0,0,0,0,0,2026,6,WA,City
WY0110100,Cheyenne,0,3,1,9,20,105,9,2025,10,WY,City
WY0110100,Cheyenne,1,6,4,15,30,114,8,2025,11,WY,City
WY0110100,Cheyenne,0,1,1,8,20,103,8,2025,12,WY,City
WY0110100,Cheyenne,0,2,0,10,17,96,8,2026,1,WY,City
WY0110100,Cheyenne,0,3,4,3,9,91,9,2026,2,WY,City
WY0110100,Cheyenne,0,2,3,8,9,95,3,2026,3,WY,City
WY0110100,Cheyenne,0,5,2,5,11,88,8,2026,4,WY,City
WY0110100,Cheyenne,0,3,2,9,13,98,10,2026,5,WY,City
WY0110100,Cheyenne,0,0,0,0,0,0,0,2026,6,WY,City
